likesCount,text,cleaned_text,sentiment
0,Bruce Threlfall,bruce threlfall,Neutral
0,In deed.,deed,Neutral
0,Hello PEOPLE its Happening  in our Lifetime,hello people happening lifetime,Neutral
0,INTERESTING,interesting,Positive
0,Ya it’s going to happen,ya going happen,Neutral
0,Soooooo,soooooo,Neutral
0,😃👏👦.,,Neutral
0,Thanks 👍,thanks,Positive
0,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years.",greenhouse effect concerned infrared radiation given earth suns radiation basically passes oxygen nitrogen earths atmosphere lands earths surface absorbed reflected atmosphere radiation bounces greenhouse gases returns absorbed earth greenhouses gases ghgs water vapor ho carbon dioxide nitrous oxide methane ch long does remain atmosphere difficult question processes remove carbon dioxide atmosphere released air dissolves ocean period years rest removed thousand years according ipcc fourth assessment report increase removed atmosphere years removed centuries remaining stay atmosphere thousands years means stop carbon dioxide emissions tomorrow carbon dioxide atmosphere continue warm climate thousands years methane ch contrast persists years methane times potent carbon dioxide effect relatively shortlived furthermore methane increased ppb ppb today notice parts billion parts million emissions carbon dioxide atmosphere causing global warming earth warm year depends billions tons carbon dioxide emitted atmosphere general rule trillion tons additional carbon dioxide atmosphere actually billion translate ppm additional carbon dioxide ppm additional carbon dioxide translates f c global warming verified fact preindustrial carbon dioxide ppm ppm period planet warmed c scientists measured atmospheric carbon dioxide corresponds ppm corresponds billion metric tons atmosphere order increase global temperature c need x billion billion metric tons carbon dioxide metric ton equals kilograms x pounds country world does use metric ton world pumped billion metric tons gt carbon dioxide atmosphere average capita emission carbon dioxide metric tons person year year billion people businessasusual scenario expect world emit x billion metric tons atmosphere year average billion tons years accumulation trillion tons tt carbon sinks oceans saturated world accumulation tt carbon atmosphere dividing trillion tons million c f means world f warmer rise sea level comes distinct processes water expansions feet added f increased temperature melting ice mainly greenland feet antarctica feet total feet increased extraction groundwater irrigation usually notice water expands slightly gets warmer second potentially greater contribution rising sea level comes melting glacial ice antarctica ice greenland ice trillion tons ice remaining tied continental glaciers himalayas melt greenland completely melts raise sea level feet meters antarctica completely melts add feet meters sea level rise year predict fossil fuels depleted coal temperature rise level model predicts greenland losing gt ice year end century resulting feet sea level rise addition antarctica add feet sea level rise adding feet thermal warming results sea level rise feet add feet melting west antarctic ice sheet wais collapse pine island thwaites glaciers foot sea level rise end century noaa national oceanic atmospheric administration states oceans rise feet worsecase scenario complete collapse wais effect foot sea level rise miami vulnerable places rising seas million americans homes permanently flooded sea levels rise just feet sea level rises feet million americans homes permanently flooded new study predicts million americans coastal areas relocate sea level rises feet meters expect likely scenario addition sealevel rise global warming contributing increases spread insectborne illnesses cropdamaging pests example diseases zika dengue fever chikungunya transmitted mosquitoes pick diseases biting infected people spreading people subsequent bites research shown warmer temperatures shorten incubation period means disease spread rapidly warmer temperatures tend increase geographic range insects global warming translates extreme weather events higher temperatures mean increase energy atmosphere oceans energy drives weather attribute particular storm global warming tie overall trend global warming makes logical sense warm ocean waters birth intense weather generally hurricanes survive long sea surfaces cooler f c longer ocean waters stay f opportunity hurricane blossom lastly global warming result droughts floods water scarcity demand water tripled past years currently half billion people live waterstressed country number expected increase billion vast majority fresh water used agriculture east coast water supply comes surface water midwest gets water supply combination surface waters water water comes underground aquifers ogallala aquifer present rates withdrawal parts ogallala aquifer water available irrigation years,Positive
1,Dont agree,dont agree,Neutral
0,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years.",greenhouse effect concerned infrared radiation given earth suns radiation basically passes oxygen nitrogen earths atmosphere lands earths surface absorbed reflected atmosphere radiation bounces greenhouse gases returns absorbed earth greenhouses gases ghgs water vapor ho carbon dioxide nitrous oxide methane ch long does remain atmosphere difficult question processes remove carbon dioxide atmosphere released air dissolves ocean period years rest removed thousand years according ipcc fourth assessment report increase removed atmosphere years removed centuries remaining stay atmosphere thousands years means stop carbon dioxide emissions tomorrow carbon dioxide atmosphere continue warm climate thousands years methane ch contrast persists years methane times potent carbon dioxide effect relatively shortlived furthermore methane increased ppb ppb today notice parts billion parts million emissions carbon dioxide atmosphere causing global warming earth warm year depends billions tons carbon dioxide emitted atmosphere general rule trillion tons additional carbon dioxide atmosphere actually billion translate ppm additional carbon dioxide ppm additional carbon dioxide translates f c global warming verified fact preindustrial carbon dioxide ppm ppm period planet warmed c scientists measured atmospheric carbon dioxide corresponds ppm corresponds billion metric tons atmosphere order increase global temperature c need x billion billion metric tons carbon dioxide metric ton equals kilograms x pounds country world does use metric ton world pumped billion metric tons gt carbon dioxide atmosphere average capita emission carbon dioxide metric tons person year year billion people businessasusual scenario expect world emit x billion metric tons atmosphere year average billion tons years accumulation trillion tons tt carbon sinks oceans saturated world accumulation tt carbon atmosphere dividing trillion tons million c f means world f warmer rise sea level comes distinct processes water expansions feet added f increased temperature melting ice mainly greenland feet antarctica feet total feet increased extraction groundwater irrigation usually notice water expands slightly gets warmer second potentially greater contribution rising sea level comes melting glacial ice antarctica ice greenland ice trillion tons ice remaining tied continental glaciers himalayas melt greenland completely melts raise sea level feet meters antarctica completely melts add feet meters sea level rise year predict fossil fuels depleted coal temperature rise level model predicts greenland losing gt ice year end century resulting feet sea level rise addition antarctica add feet sea level rise adding feet thermal warming results sea level rise feet add feet melting west antarctic ice sheet wais collapse pine island thwaites glaciers foot sea level rise end century noaa national oceanic atmospheric administration states oceans rise feet worsecase scenario complete collapse wais effect foot sea level rise miami vulnerable places rising seas million americans homes permanently flooded sea levels rise just feet sea level rises feet million americans homes permanently flooded new study predicts million americans coastal areas relocate sea level rises feet meters expect likely scenario addition sealevel rise global warming contributing increases spread insectborne illnesses cropdamaging pests example diseases zika dengue fever chikungunya transmitted mosquitoes pick diseases biting infected people spreading people subsequent bites research shown warmer temperatures shorten incubation period means disease spread rapidly warmer temperatures tend increase geographic range insects global warming translates extreme weather events higher temperatures mean increase energy atmosphere oceans energy drives weather attribute particular storm global warming tie overall trend global warming makes logical sense warm ocean waters birth intense weather generally hurricanes survive long sea surfaces cooler f c longer ocean waters stay f opportunity hurricane blossom lastly global warming result droughts floods water scarcity demand water tripled past years currently half billion people live waterstressed country number expected increase billion vast majority fresh water used agriculture east coast water supply comes surface water midwest gets water supply combination surface waters water water comes underground aquifers ogallala aquifer present rates withdrawal parts ogallala aquifer water available irrigation years,Positive
0,We are the ☣️,,Neutral
0,Among other things too !,things,Neutral
0,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years.",greenhouse effect concerned infrared radiation given earth suns radiation basically passes oxygen nitrogen earths atmosphere lands earths surface absorbed reflected atmosphere radiation bounces greenhouse gases returns absorbed earth greenhouses gases ghgs water vapor ho carbon dioxide nitrous oxide methane ch long does remain atmosphere difficult question processes remove carbon dioxide atmosphere released air dissolves ocean period years rest removed thousand years according ipcc fourth assessment report increase removed atmosphere years removed centuries remaining stay atmosphere thousands years means stop carbon dioxide emissions tomorrow carbon dioxide atmosphere continue warm climate thousands years methane ch contrast persists years methane times potent carbon dioxide effect relatively shortlived furthermore methane increased ppb ppb today notice parts billion parts million emissions carbon dioxide atmosphere causing global warming earth warm year depends billions tons carbon dioxide emitted atmosphere general rule trillion tons additional carbon dioxide atmosphere actually billion translate ppm additional carbon dioxide ppm additional carbon dioxide translates f c global warming verified fact preindustrial carbon dioxide ppm ppm period planet warmed c scientists measured atmospheric carbon dioxide corresponds ppm corresponds billion metric tons atmosphere order increase global temperature c need x billion billion metric tons carbon dioxide metric ton equals kilograms x pounds country world does use metric ton world pumped billion metric tons gt carbon dioxide atmosphere average capita emission carbon dioxide metric tons person year year billion people businessasusual scenario expect world emit x billion metric tons atmosphere year average billion tons years accumulation trillion tons tt carbon sinks oceans saturated world accumulation tt carbon atmosphere dividing trillion tons million c f means world f warmer rise sea level comes distinct processes water expansions feet added f increased temperature melting ice mainly greenland feet antarctica feet total feet increased extraction groundwater irrigation usually notice water expands slightly gets warmer second potentially greater contribution rising sea level comes melting glacial ice antarctica ice greenland ice trillion tons ice remaining tied continental glaciers himalayas melt greenland completely melts raise sea level feet meters antarctica completely melts add feet meters sea level rise year predict fossil fuels depleted coal temperature rise level model predicts greenland losing gt ice year end century resulting feet sea level rise addition antarctica add feet sea level rise adding feet thermal warming results sea level rise feet add feet melting west antarctic ice sheet wais collapse pine island thwaites glaciers foot sea level rise end century noaa national oceanic atmospheric administration states oceans rise feet worsecase scenario complete collapse wais effect foot sea level rise miami vulnerable places rising seas million americans homes permanently flooded sea levels rise just feet sea level rises feet million americans homes permanently flooded new study predicts million americans coastal areas relocate sea level rises feet meters expect likely scenario addition sealevel rise global warming contributing increases spread insectborne illnesses cropdamaging pests example diseases zika dengue fever chikungunya transmitted mosquitoes pick diseases biting infected people spreading people subsequent bites research shown warmer temperatures shorten incubation period means disease spread rapidly warmer temperatures tend increase geographic range insects global warming translates extreme weather events higher temperatures mean increase energy atmosphere oceans energy drives weather attribute particular storm global warming tie overall trend global warming makes logical sense warm ocean waters birth intense weather generally hurricanes survive long sea surfaces cooler f c longer ocean waters stay f opportunity hurricane blossom lastly global warming result droughts floods water scarcity demand water tripled past years currently half billion people live waterstressed country number expected increase billion vast majority fresh water used agriculture east coast water supply comes surface water midwest gets water supply combination surface waters water water comes underground aquifers ogallala aquifer present rates withdrawal parts ogallala aquifer water available irrigation years,Positive
0,Wake up people's!!!!!,wake peoples,Neutral
